#              X                D                V                M
    0.0006565890     1.7499997684    -0.0004481778     0.0000000012
    0.0006625242     1.7499997599    -0.0004521500     0.0000000012
    0.0006685131     1.7499997513    -0.0004561582     0.0000000013
    0.0006745561     1.7499997426    -0.0004602026     0.0000000013
    0.0006806537     1.7499997338    -0.0004642835     0.0000000013
    0.0006868065     1.7499997250    -0.0004684014     0.0000000014
    0.0006930149     1.7499997160    -0.0004725565     0.0000000014
    0.0006992794     1.7499997070    -0.0004767491     0.0000000014
    0.0007056005     1.7499996979    -0.0004809796     0.0000000015
    0.0007119787     1.7499996888    -0.0004852484     0.0000000015
    0.0007184147     1.7499996795    -0.0004895558     0.0000000015
    0.0007249087     1.7499996702    -0.0004939021     0.0000000016
    0.0007314615     1.7499996497    -0.0004982797     0.0000000016
    0.0007380736     1.7499996285    -0.0005026965     0.0000000017
    0.0007447454     1.7499996071    -0.0005071532     0.0000000018
    0.0007514775     1.7499995855    -0.0005116502     0.0000000019
    0.0007582705     1.7499995637    -0.0005161879     0.0000000019
    0.0007651248     1.7499995416    -0.0005207666     0.0000000020
    0.0007720412     1.7499995194    -0.0005253866     0.0000000021
    0.0007790200     1.7499994970    -0.0005300485     0.0000000022
    0.0007860619     1.7499994744    -0.0005347524     0.0000000023
    0.0007931675     1.7499994516    -0.0005394989     0.0000000024
    0.0008003373     1.7499994286    -0.0005442883     0.0000000024
    0.0008075720     1.7499994053    -0.0005491210     0.0000000025
    0.0008148720     1.7499993819    -0.0005539974     0.0000000026
    0.0008222380     1.7499993582    -0.0005589178     0.0000000027
    0.0008296706     1.7499993344    -0.0005638827     0.0000000028
    0.0008371704     1.7499993103    -0.0005688925     0.0000000029
    0.0008447380     1.7499992860    -0.0005739476     0.0000000029
    0.0008523740     1.7499992614    -0.0005790484     0.0000000030
    0.0008600790     1.7499992367    -0.0005841953     0.0000000031
    0.0008678537     1.7499992117    -0.0005893888     0.0000000032
    0.0008756986     1.7499991865    -0.0005946291     0.0000000033
    0.0008836145     1.7499991611    -0.0005999169     0.0000000034
    0.0008916019     1.7499991355    -0.0006052524     0.0000000035
    0.0008996615     1.7499991096    -0.0006106362     0.0000000036
    0.0009077940     1.7499990835    -0.0006160686     0.0000000037
    0.0009160000     1.7499990571    -0.0006215502     0.0000000038
    0.0009242801     1.7499990305    -0.0006270813     0.0000000039
    0.0009326351     1.7499990037    -0.0006326624     0.0000000040
    0.0009410657     1.7499989766    -0.0006382939     0.0000000041
    0.0009495724     1.7499989493    -0.0006439763     0.0000000042
    0.0009581561     1.7499989217    -0.0006497102     0.0000000043
    0.0009668173     1.7499988881    -0.0006554942     0.0000000044
    0.0009755568     1.7499988439    -0.0006613275     0.0000000046
    0.0009843753     1.7499987992    -0.0006672136     0.0000000047
    0.0009932736     1.7499987542    -0.0006731530     0.0000000049
    0.0010022522     1.7499987087    -0.0006791460     0.0000000051
    0.0010113121     1.7499986629    -0.0006851931     0.0000000053
    0.0010204538     1.7499986166    -0.0006912950     0.0000000055
    0.0010296782     1.7499985699    -0.0006974520     0.0000000057
    0.0010389859     1.7499985228    -0.0007036646     0.0000000059
    0.0010483778     1.7499984753    -0.0007099335     0.0000000061
    0.0010578546     1.7499984273    -0.0007162589     0.0000000062
    0.0010674171     1.7499983789    -0.0007226416     0.0000000064
    0.0010770660     1.7499983301    -0.0007290820     0.0000000066
    0.0010868021     1.7499982808    -0.0007355805     0.0000000068
    0.0010966262     1.7499982311    -0.0007421379     0.0000000070
    0.0011065391     1.7499981809    -0.0007487544     0.0000000072
    0.0011165417     1.7499981303    -0.0007554309     0.0000000074
    0.0011266346     1.7499980792    -0.0007621676     0.0000000077
    0.0011368188     1.7499980277    -0.0007689653     0.0000000079
    0.0011470951     1.7499979757    -0.0007758244     0.0000000081
    0.0011574642     1.7499979232    -0.0007827455     0.0000000083
    0.0011679271     1.7499978702    -0.0007897291     0.0000000085
    0.0011784845     1.7499978168    -0.0007967759     0.0000000087
    0.0011891374     1.7499977629    -0.0008038864     0.0000000089
    0.0011998866     1.7499977085    -0.0008110612     0.0000000091
    0.0012107330     1.7499976373    -0.0008182985     0.0000000095
    0.0012216773     1.7499975613    -0.0008256007     0.0000000098
    0.0012327207     1.7499974847    -0.0008329689     0.0000000102
    0.0012438638     1.7499974073    -0.0008404036     0.0000000105
    0.0012551077     1.7499973293    -0.0008479056     0.0000000109
    0.0012664532     1.7499972505    -0.0008554754     0.0000000112
    0.0012779013     1.7499971710    -0.0008631137     0.0000000116
    0.0012894529     1.7499970908    -0.0008708209     0.0000000120
    0.0013011088     1.7499970099    -0.0008785979     0.0000000123
    0.0013128702     1.7499969283    -0.0008864451     0.0000000127
    0.0013247379     1.7499968459    -0.0008943633     0.0000000131
    0.0013367128     1.7499967627    -0.0009023531     0.0000000135
    0.0013487960     1.7499966789    -0.0009104150     0.0000000139
    0.0013609884     1.7499965942    -0.0009185499     0.0000000142
    0.0013732910     1.7499965088    -0.0009267583     0.0000000146
    0.0013857049     1.7499964226    -0.0009350409     0.0000000150
    0.0013982309     1.7499963357    -0.0009433983     0.0000000154
    0.0014108702     1.7499962479    -0.0009518313     0.0000000158
    0.0014236237     1.7499961594    -0.0009603406     0.0000000162
    0.0014364925     1.7499960700    -0.0009689267     0.0000000166
    0.0014494777     1.7499959629    -0.0009775891     0.0000000172
    0.0014625802     1.7499958471    -0.0009863292     0.0000000178
    0.0014758012     1.7499957302    -0.0009951483     0.0000000184
    0.0014891416     1.7499956123    -0.0010040471     0.0000000190
    0.0015026027     1.7499954933    -0.0010130264     0.0000000196
    0.0015161854     1.7499953733    -0.0010220868     0.0000000202
    0.0015298910     1.7499952521    -0.0010312291     0.0000000208
    0.0015437204     1.7499951299    -0.0010404541     0.0000000215
    0.0015576748     1.7499950066    -0.0010497624     0.0000000221
    0.0015717554     1.7499948821    -0.0010591549     0.0000000228
    0.0015859632     1.7499947565    -0.0010686323     0.0000000234
    0.0016002995     1.7499946298    -0.0010781954     0.0000000241
    0.0016147654     1.7499945019    -0.0010878449     0.0000000247
    0.0016293620     1.7499943729    -0.0010975817     0.0000000254
    0.0016440906     1.7499942427    -0.0011074064     0.0000000261
    0.0016589523     1.7499941114    -0.0011173200     0.0000000267
    0.0016739484     1.7499939788    -0.0011273232     0.0000000274
    0.0016890800     1.7499938257    -0.0011374158     0.0000000283
    0.0017043484     1.7499936617    -0.0011475992     0.0000000292
    0.0017197548     1.7499934962    -0.0011578746     0.0000000302
    0.0017353005     1.7499933291    -0.0011682429     0.0000000311
    0.0017509867     1.7499931606    -0.0011787050     0.0000000321
    0.0017668147     1.7499929905    -0.0011892616     0.0000000331
    0.0017827858     1.7499928189    -0.0011999136     0.0000000341
    0.0017989013     1.7499926458    -0.0012106620     0.0000000351
    0.0018151624     1.7499924710    -0.0012215074     0.0000000361
    0.0018315705     1.7499922947    -0.0012324510     0.0000000371
    0.0018481270     1.7499921168    -0.0012434934     0.0000000381
    0.0018648331     1.7499919373    -0.0012546357     0.0000000392
    0.0018816902     1.7499917562    -0.0012658787     0.0000000402
    0.0018986997     1.7499915735    -0.0012772233     0.0000000413
    0.0019158629     1.7499913891    -0.0012886705     0.0000000423
    0.0019331813     1.7499911727    -0.0013002201     0.0000000437
    0.0019506563     1.7499909516    -0.0013118740     0.0000000451
    0.0019682892     1.7499907284    -0.0013236333     0.0000000465
    0.0019860815     1.7499905032    -0.0013354989     0.0000000480
    0.0020040347     1.7499902760    -0.0013474717     0.0000000494
    0.0020221501     1.7499900467    -0.0013595528     0.0000000509
    0.0020404293     1.7499898154    -0.0013717430     0.0000000524
    0.0020588737     1.7499895820    -0.0013840435     0.0000000539
    0.0020774848     1.7499893464    -0.0013964552     0.0000000554
    0.0020962642     1.7499891087    -0.0014089790     0.0000000569
    0.0021152133     1.7499888689    -0.0014216161     0.0000000584
    0.0021343338     1.7499886269    -0.0014343673     0.0000000600
    0.0021536270     1.7499883828    -0.0014472339     0.0000000615
    0.0021730947     1.7499881032    -0.0014602160     0.0000000635
    0.0021927383     1.7499878170    -0.0014733153     0.0000000655
    0.0022125595     1.7499875281    -0.0014865331     0.0000000675
    0.0022325599     1.7499872367    -0.0014998703     0.0000000696
    0.0022527411     1.7499869427    -0.0015133281     0.0000000716
    0.0022731047     1.7499866459    -0.0015269075     0.0000000737
    0.0022936524     1.7499863465    -0.0015406097     0.0000000758
    0.0023143858     1.7499860444    -0.0015544357     0.0000000779
    0.0023353067     1.7499857396    -0.0015683868     0.0000000801
    0.0023564166     1.7499854320    -0.0015824639     0.0000000822
    0.0023777174     1.7499851216    -0.0015966683     0.0000000844
    0.0023992107     1.7499847988    -0.0016110009     0.0000000867
    0.0024208983     1.7499844412    -0.0016254626     0.0000000894
    0.0024427820     1.7499840803    -0.0016400549     0.0000000922
    0.0024648635     1.7499837162    -0.0016547792     0.0000000950
    0.0024871445     1.7499833488    -0.0016696366     0.0000000978
    0.0025096270     1.7499829781    -0.0016846282     0.0000001006
    0.0025323128     1.7499826040    -0.0016997554     0.0000001035
    0.0025552035     1.7499822266    -0.0017150193     0.0000001064
    0.0025783012     1.7499818457    -0.0017304213     0.0000001093
    0.0026016077     1.7499814614    -0.0017459624     0.0000001122
    0.0026251249     1.7499810737    -0.0017616440     0.0000001152
    0.0026488547     1.7499806512    -0.0017774670     0.0000001186
    0.0026727990     1.7499802104    -0.0017934328     0.0000001222
    0.0026969597     1.7499797656    -0.0018095429     0.0000001259
    0.0027213388     1.7499793168    -0.0018257987     0.0000001296
    0.0027459383     1.7499788640    -0.0018422014     0.0000001334
    0.0027707601     1.7499784070    -0.0018587524     0.0000001372
    0.0027958063     1.7499779460    -0.0018754529     0.0000001410
    0.0028210790     1.7499774807    -0.0018923045     0.0000001448
    0.0028465800     1.7499770113    -0.0019093084     0.0000001487
    0.0028723116     1.7499765351    -0.0019264659     0.0000001527
    0.0028982758     1.7499760073    -0.0019437781     0.0000001574
    0.0029244747     1.7499754746    -0.0019612468     0.0000001622
    0.0029509105     1.7499749372    -0.0019788734     0.0000001669
    0.0029775852     1.7499743949    -0.0019966593     0.0000001718
    0.0030045010     1.7499738477    -0.0020146060     0.0000001767
    0.0030316601     1.7499732955    -0.0020327150     0.0000001816
    0.0030590647     1.7499727384    -0.0020509876     0.0000001865
    0.0030867171     1.7499721762    -0.0020694254     0.0000001916
    0.0031146194     1.7499715990    -0.0020880298     0.0000001968
    0.0031427739     1.7499709725    -0.0021068020     0.0000002028
    0.0031711830     1.7499703403    -0.0021257439     0.0000002088
    0.0031998488     1.7499697024    -0.0021448570     0.0000002149
    0.0032287738     1.7499690588    -0.0021641429     0.0000002211
    0.0032579602     1.7499684093    -0.0021836032     0.0000002273
    0.0032874105     1.7499677540    -0.0022032393     0.0000002335
    0.0033171269     1.7499670927    -0.0022230529     0.0000002398
    0.0033471120     1.7499664255    -0.0022430457     0.0000002462
    0.0033773682     1.7499656954    -0.0022632188     0.0000002536
    0.0034078978     1.7499649573    -0.0022835743     0.0000002612
    0.0034387034     1.7499642126    -0.0023041138     0.0000002688
    0.0034697875     1.7499634611    -0.0023248389     0.0000002764
    0.0035011526     1.7499627028    -0.0023457514     0.0000002842
    0.0035328012     1.7499619377    -0.0023668529     0.0000002920
    0.0035647359     1.7499611657    -0.0023881451     0.0000002998
    0.0035969592     1.7499603661    -0.0024096298     0.0000003082
    0.0036294739     1.7499595175    -0.0024313084     0.0000003174
    0.0036622824     1.7499586612    -0.0024531830     0.0000003266
    0.0036953875     1.7499577971    -0.0024752553     0.0000003360
    0.0037287919     1.7499569253    -0.0024975271     0.0000003454
    0.0037624983     1.7499560456    -0.0025200003     0.0000003550
    0.0037965093     1.7499551579    -0.0025426766     0.0000003646
    0.0038308277     1.7499542504    -0.0025655579     0.0000003745
    0.0038654564     1.7499532799    -0.0025886457     0.0000003857
    0.0039003981     1.7499523007    -0.0026119423     0.0000003969
    0.0039356557     1.7499513127    -0.0026354494     0.0000004083
    0.0039712320     1.7499503157    -0.0026591690     0.0000004197
    0.0040071298     1.7499493096    -0.0026831031     0.0000004313
    0.0040433522     1.7499482945    -0.0027072535     0.0000004429
    0.0040799020     1.7499472379    -0.0027316221     0.0000004554
    0.0041167822     1.7499461334    -0.0027562108     0.0000004687
    0.0041539958     1.7499450189    -0.0027810218     0.0000004823
    0.0041915457     1.7499438943    -0.0028060571     0.0000004959
    0.0042294351     1.7499427595    -0.0028313186     0.0000005096
    0.0042676670     1.7499416145    -0.0028568086     0.0000005235
    0.0043062445     1.7499404501    -0.0028825289     0.0000005377
    0.0043451707     1.7499392093    -0.0029084815     0.0000005536
    0.0043844487     1.7499379574    -0.0029346687     0.0000005696
    0.0044240819     1.7499366941    -0.0029610927     0.0000005857
    0.0044640733     1.7499354194    -0.0029877555     0.0000006020
    0.0045044262     1.7499341332    -0.0030146593     0.0000006184
    0.0045451438     1.7499328253    -0.0030418063     0.0000006352
    0.0045862296     1.7499314366    -0.0030691985     0.0000006538
    0.0046276867     1.7499300353    -0.0030968383     0.0000006726
    0.0046695186     1.7499286214    -0.0031247279     0.0000006916
    0.0047117286     1.7499271947    -0.0031528697     0.0000007107
    0.0047543201     1.7499257551    -0.0031812659     0.0000007300
    0.0047972967     1.7499242661    -0.0032099186     0.0000007504
    0.0048406618     1.7499227168    -0.0032388303     0.0000007722
    0.0048844188     1.7499211535    -0.0032680033     0.0000007941
    0.0049285714     1.7499195761    -0.0032974400     0.0000008163
    0.0049731231     1.7499179845    -0.0033271428     0.0000008387
    0.0050180776     1.7499163759    -0.0033571141     0.0000008613
    0.0050634384     1.7499146680    -0.0033873562     0.0000008864
    0.0051092092     1.7499129446    -0.0034178716     0.0000009118
    0.0051553938     1.7499112057    -0.0034486629     0.0000009373
    0.0052019959     1.7499094510    -0.0034797325     0.0000009631
    0.0052490192     1.7499076805    -0.0035110829     0.0000009891
    0.0052964676     1.7499058145    -0.0035427167     0.0000010176
    0.0053443449     1.7499039196    -0.0035746363     0.0000010467
    0.0053926550     1.7499020076    -0.0036068445     0.0000010760
    0.0054414018     1.7499000782    -0.0036393438     0.0000011056
    0.0054905892     1.7498981315    -0.0036721370     0.0000011355
    0.0055402213     1.7498960774    -0.0037052264     0.0000011683
    0.0055903020     1.7498939988    -0.0037386149     0.0000012015
    0.0056408354     1.7498919014    -0.0037723052     0.0000012350
    0.0056918256     1.7498897851    -0.0038063001     0.0000012689
    0.0057432768     1.7498876280    -0.0038406022     0.0000013037
    0.0057951930     1.7498853732    -0.0038752143     0.0000013412
    0.0058475785     1.7498830980    -0.0039101393     0.0000013790
    0.0059004376     1.7498808022    -0.0039453799     0.0000014172
    0.0059537745     1.7498784858    -0.0039809392     0.0000014558
    0.0060075935     1.7498760768    -0.0040168197     0.0000014969
    0.0060618990     1.7498736136    -0.0040530246     0.0000015395
    0.0061166954     1.7498711282    -0.0040895568     0.0000015825
    0.0061719871     1.7498686202    -0.0041264192     0.0000016258
    0.0062277787     1.7498660532    -0.0041636147     0.0000016707
    0.0062840746     1.7498633913    -0.0042011465     0.0000017185
    0.0063408793     1.7498607053    -0.0042390174     0.0000017666
    0.0063981976     1.7498579950    -0.0042772308     0.0000018152
    0.0064560339     1.7498552434    -0.0043157895     0.0000018648
    0.0065143931     1.7498523715    -0.0043546967     0.0000019181
    0.0065732798     1.7498494736    -0.0043939556     0.0000019720
    0.0066326988     1.7498465495    -0.0044335693     0.0000020263
    0.0066926550     1.7498435856    -0.0044735411     0.0000020816
    0.0067531531     1.7498404919    -0.0045138742     0.0000021410
    0.0068141981     1.7498373701    -0.0045545719     0.0000022010
    0.0068757949     1.7498342202    -0.0045956374     0.0000022616
    0.0069379485     1.7498310151    -0.0046370741     0.0000023236
    0.0070006639     1.7498276871    -0.0046788854     0.0000023898
    0.0070639463     1.7498243290    -0.0047210745     0.0000024565
    0.0071278006     1.7498209406    -0.0047636451     0.0000025238
    0.0071922322     1.7498174644    -0.0048066004     0.0000025939
    0.0072572463     1.7498138891    -0.0048499439     0.0000026673
    0.0073228480     1.7498102815    -0.0048936793     0.0000027413
    0.0073890427     1.7498066414    -0.0049378099     0.0000028159
    0.0074558358     1.7498028626    -0.0049823395     0.0000028955
    0.0075232327     1.7497990264    -0.0050272715     0.0000029766
    0.0075912388     1.7497951556    -0.0050726097     0.0000030585
    0.0076598596     1.7497912103    -0.0051183577     0.0000031428
    0.0077291008     1.7497871358    -0.0051645192     0.0000032317
    0.0077989678     1.7497830244    -0.0052110980     0.0000033213
    0.0078694664     1.7497788758    -0.0052580978     0.0000034118
    0.0079406023     1.7497745688    -0.0053055223     0.0000035082
    0.0080123812     1.7497702066    -0.0053533756     0.0000036061
    0.0080848089     1.7497658050    -0.0054016614     0.0000037050
    0.0081578914     1.7497612833    -0.0054503837     0.0000038082
    0.0082316345     1.7497566596    -0.0054995463     0.0000039150
    0.0083060442     1.7497519942    -0.0055491534     0.0000040228
    0.0083811265     1.7497472355    -0.0055992088     0.0000041338
    0.0084568875     1.7497423393    -0.0056497167     0.0000042501
    0.0085333333     1.7497373989    -0.0057006811     0.0000043674
    0.0086104702     1.7497323803    -0.0057521062     0.0000044873
    0.0086883044     1.7497272002    -0.0058039961     0.0000046137
    0.0087668421     1.7497219732    -0.0058563550     0.0000047412
    0.0088460898     1.7497166709    -0.0059091873     0.0000048712
    0.0089260538     1.7497111949    -0.0059624970     0.0000050084
    0.0090067407     1.7497056695    -0.0060162886     0.0000051467
    0.0090881569     1.7497000589    -0.0060705665     0.0000052881
    0.0091703091     1.7496942748    -0.0061253349     0.0000054367
    0.0092532040     1.7496884384    -0.0061805985     0.0000055866
    0.0093368481     1.7496824944    -0.0062363615     0.0000057406
    0.0094212483     1.7496763894    -0.0062926286     0.0000059014
    0.0095064115     1.7496702292    -0.0063494042     0.0000060637
    0.0095923445     1.7496639255    -0.0064066931     0.0000062319
    0.0096790543     1.7496574863    -0.0064644998     0.0000064056
    0.0097665479     1.7496509890    -0.0065228290     0.0000065810
    0.0098548324     1.7496442987    -0.0065816855     0.0000067649
    0.0099439149     1.7496375118    -0.0066410739     0.0000069525
    0.0100338028     1.7496306438    -0.0067009992     0.0000071428
    0.0101245031     1.7496235588    -0.0067614661     0.0000073431
    0.0102160233     1.7496164098    -0.0068224796     0.0000075453
    0.0103083709     1.7496091069    -0.0068840446     0.0000077542
    0.0104015531     1.7496016485    -0.0069461660     0.0000079700
    0.0104955778     1.7495941227    -0.0070088490     0.0000081877
    0.0105904523     1.7495863555    -0.0070720986     0.0000084172
    0.0106861845     1.7495785086    -0.0071359199     0.0000086492
    0.0107827820     1.7495705061    -0.0072003180     0.0000088883
    0.0108802527     1.7495623290    -0.0072652983     0.0000091354
    0.0109786046     1.7495540753    -0.0073308659     0.0000093849
    0.0110778454     1.7495455585    -0.0073970261     0.0000096478
    0.0111779834     1.7495369646    -0.0074637844     0.0000099131
    0.0112790265     1.7495281711    -0.0075311462     0.0000101882
    0.0113809830     1.7495192248    -0.0075991168     0.0000104702
    0.0114838612     1.7495101403    -0.0076677017     0.0000107582
    0.0115876693     1.7495008315    -0.0077369066     0.0000110576
    0.0116924158     1.7494914387    -0.0078067371     0.0000113598
    0.0117981091     1.7494817575    -0.0078771988     0.0000116774
    0.0119047579     1.7494719886    -0.0079482973     0.0000119980
    0.0120123707     1.7494619745    -0.0080200385     0.0000123315
    0.0121209562     1.7494518191    -0.0080924282     0.0000126713
    0.0122305234     1.7494414540    -0.0081654722     0.0000130219
    0.0123410809     1.7494309012    -0.0082391764     0.0000133819
    0.0124526379     1.7494201666    -0.0083135469     0.0000137508
    0.0125652032     1.7494092053    -0.0083885895     0.0000141318
    0.0126787861     1.7493980822    -0.0084643105     0.0000145205
    0.0127933957     1.7493867012    -0.0085407159     0.0000149235
    0.0129090413     1.7493751702    -0.0086178120     0.0000153333
    0.0130257323     1.7493633577    -0.0086956049     0.0000157592
    0.0131434782     1.7493513991    -0.0087741009     0.0000161917
    0.0132622883     1.7493391434    -0.0088533065     0.0000166415
    0.0133821725     1.7493267369    -0.0089332280     0.0000170982
    0.0135031404     1.7493140256    -0.0090138719     0.0000175729
    0.0136252017     1.7493011507    -0.0090952448     0.0000180555
    0.0137483664     1.7492879714    -0.0091773531     0.0000185563
    0.0138726445     1.7492746068    -0.0092602037     0.0000190665
    0.0139980460     1.7492609468    -0.0093438031     0.0000195944
    0.0141245810     1.7492470710    -0.0094281581     0.0000201341
    0.0142522599     1.7492329171    -0.0095132757     0.0000206902
    0.0143810929     1.7492185082    -0.0095991625     0.0000212612
    0.0145110904     1.7492038469    -0.0096858258     0.0000218468
    0.0146422631     1.7491888823    -0.0097732723     0.0000224510
    0.0147746216     1.7491736999    -0.0098615093     0.0000230673
    0.0149081764     1.7491581566    -0.0099505437     0.0000237069
    0.0150429386     1.7491424150    -0.0100403830     0.0000243570
    0.0151789189     1.7491262937    -0.0101310343     0.0000250322
    0.0153161284     1.7491099356    -0.0102225050     0.0000257211
    0.0154545782     1.7490932550    -0.0103148025     0.0000264306
    0.0155942795     1.7490762561    -0.0104079343     0.0000271605
    0.0157352437     1.7490590013    -0.0105019078     0.0000279055
    0.0158774821     1.7490413368    -0.0105967307     0.0000286789
    0.0160210063     1.7490234214    -0.0106924107     0.0000294672
    0.0161658278     1.7490051370    -0.0107889556     0.0000302804
    0.0163119584     1.7489865152    -0.0108863731     0.0000311161
    0.0164594100     1.7489676150    -0.0109846711     0.0000319689
    0.0166081945     1.7489482606    -0.0110838576     0.0000328547
    0.0167583239     1.7489286148    -0.0111839406     0.0000337590
    0.0169098105     1.7489086145    -0.0112849283     0.0000346875
    0.0170626663     1.7488881931    -0.0113868287     0.0000356463
    0.0172169039     1.7488674544    -0.0114896502     0.0000366261
    0.0173725358     1.7488463081    -0.0115934010     0.0000376351
    0.0175295744     1.7488247493    -0.0116980896     0.0000386741
    0.0176880326     1.7488028466    -0.0118037245     0.0000397367
    0.0178479232     1.7487805065    -0.0119103141     0.0000408317
    0.0180092592     1.7487577377    -0.0120178672     0.0000419585
    0.0181720535     1.7487345975    -0.0121263924     0.0000431116
    0.0183363194     1.7487110141    -0.0122358985     0.0000442981
    0.0185020701     1.7486869602    -0.0123463944     0.0000455209
    0.0186693192     1.7486625065    -0.0124578890     0.0000467731
    0.0188380801     1.7486376287    -0.0125703914     0.0000480570
    0.0190083665     1.7486122122    -0.0126839106     0.0000493845
    0.0191801922     1.7485863663    -0.0127984558     0.0000507446
    0.0193535712     1.7485600803    -0.0129140364     0.0000521384
    0.0195285174     1.7485332817    -0.0130306616     0.0000535735
    0.0197050450     1.7485059627    -0.0131483410     0.0000550511
    0.0198831683     1.7484781727    -0.0132670840     0.0000565659
    0.0200629018     1.7484499003    -0.0133869002     0.0000581193
    0.0202442599     1.7484210738    -0.0135077994     0.0000597191
    0.0204272575     1.7483916951    -0.0136297914     0.0000613654
    0.0206119093     1.7483618020    -0.0137528859     0.0000630542
    0.0207982302     1.7483313825    -0.0138770930     0.0000647868
    0.0209862353     1.7483004155    -0.0140024228     0.0000665656
    0.0211759399     1.7482688130    -0.0141288853     0.0000684010
    0.0213673594     1.7482366505    -0.0142564908     0.0000702845
    0.0215605092     1.7482039156    -0.0143852496     0.0000722176
    0.0217554049     1.7481705957    -0.0145151722     0.0000742020
    0.0219520625     1.7481366779    -0.0146462691     0.0000762392
    0.0221504977     1.7481020870    -0.0147785509     0.0000783384
    0.0223507266     1.7480668612    -0.0149120282     0.0000804954
    0.0225527655     1.7480310017    -0.0150467119     0.0000827100
    0.0227566308     1.7479944953    -0.0151826130     0.0000849841
    0.0229623388     1.7479573284    -0.0153197423     0.0000873196
    0.0231699064     1.7479194873    -0.0154581110     0.0000897182
    0.0233793503     1.7478809583    -0.0155977303     0.0000921819
    0.0235906874     1.7478416837    -0.0157386115     0.0000947182
    0.0238039349     1.7478016885    -0.0158807660     0.0000973242
    0.0240191101     1.7477609667    -0.0160242053     0.0001000010
    0.0242362303     1.7477195039    -0.0161689410     0.0001027506
    0.0244553132     1.7476772855    -0.0163149848     0.0001055750
    0.0246763765     1.7476342969    -0.0164623485     0.0001084766
    0.0248994380     1.7475905231    -0.0166110441     0.0001114575
    0.0251245160     1.7475459490    -0.0167610836     0.0001145200
    0.0253516285     1.7475005595    -0.0169124791     0.0001176663
    0.0255807940     1.7474543391    -0.0170652429     0.0001208990
    0.0258120310     1.7474072722    -0.0172193874     0.0001242204
    0.0260453583     1.7473593431    -0.0173749250     0.0001276330
    0.0262807948     1.7473105360    -0.0175318683     0.0001311393
    0.0265183595     1.7472608346    -0.0176902300     0.0001347420
    0.0267580716     1.7472102227    -0.0178500229     0.0001384436
    0.0269999506     1.7471586839    -0.0180112600     0.0001422468
    0.0272440161     1.7471062014    -0.0181739542     0.0001461545
    0.0274902878     1.7470527586    -0.0183381189     0.0001501695
    0.0277387857     1.7469983382    -0.0185037672     0.0001542945
    0.0279895298     1.7469429232    -0.0186709125     0.0001585326
    0.0282425406     1.7468864962    -0.0188395684     0.0001628868
    0.0284978384     1.7468290395    -0.0190097485     0.0001673600
    0.0287554440     1.7467705353    -0.0191814666     0.0001719554
    0.0290153782     1.7467109658    -0.0193547366     0.0001766762
    0.0292776621     1.7466503126    -0.0195295725     0.0001815256
    0.0295423169     1.7465885574    -0.0197059885     0.0001865069
    0.0298093641     1.7465256817    -0.0198839988     0.0001916234
    0.0300788252     1.7464616128    -0.0200636177     0.0001968875
    0.0303507221     1.7463963753    -0.0202448600     0.0002022956
    0.0306250768     1.7463299554    -0.0204277401     0.0002078504
    0.0309019115     1.7462623338    -0.0206122729     0.0002135556
    0.0311812487     1.7461934908    -0.0207984734     0.0002194149
    0.0314631109     1.7461234064    -0.0209863566     0.0002254321
    0.0317475210     1.7460520074    -0.0211759377     0.0002316203
    0.0320345020     1.7459792869    -0.0213672320     0.0002379812
    0.0323240772     1.7459052592    -0.0215602550     0.0002445129
    0.0326162700     1.7458299033    -0.0217550224     0.0002512195
    0.0329111041     1.7457531982    -0.0219515498     0.0002581053
    0.0332086033     1.7456750111    -0.0221498531     0.0002651945
    0.0335087918     1.7455954256    -0.0223499485     0.0002724730
    0.0338116938     1.7455144211    -0.0225518521     0.0002799449
    0.0341173339     1.7454319499    -0.0227555802     0.0002876194
    0.0344257368     1.7453479076    -0.0229611492     0.0002955168
    0.0347369275     1.7452623741    -0.0231685759     0.0003036227
    0.0350509312     1.7451753267    -0.0233778771     0.0003119419
    0.0353677733     1.7450866054    -0.0235890695     0.0003205058
    0.0356874796     1.7449963056    -0.0238021703     0.0003292967
    0.0360100758     1.7449044164    -0.0240171968     0.0003383174
    0.0363355881     1.7448107501    -0.0242341662     0.0003476054
    0.0366640428     1.7447154386    -0.0244530963     0.0003571355
    0.0369954667     1.7446184013    -0.0246740046     0.0003669245
    0.0373298864     1.7445195472    -0.0248969091     0.0003769914
    0.0376673291     1.7444189702    -0.0251218277     0.0003873182
    0.0380078221     1.7443164750    -0.0253487787     0.0003979456
    0.0383513930     1.7442121757    -0.0255777803     0.0004088509
    0.0386980696     1.7441059486    -0.0258088512     0.0004200610
    0.0390478800     1.7439978000    -0.0260420099     0.0004315753
    0.0394008524     1.7438876887    -0.0262772754     0.0004434036
    0.0397570156     1.7437755609    -0.0265146667     0.0004555584
    0.0401163983     1.7436614099    -0.0267542029     0.0004680422
    0.0404790296     1.7435451700    -0.0269959034     0.0004808702
    0.0408449389     1.7434268203    -0.0272397877     0.0004940483
    0.0412141559     1.7433063326    -0.0274858757     0.0005075838
    0.0415867104     1.7431836219    -0.0277341870     0.0005214969
    0.0419626325     1.7430587473    -0.0279847420     0.0005357752
    0.0423419529     1.7429315098    -0.0282375606     0.0005504656
    0.0427247020     1.7428020349    -0.0284926635     0.0005655404
    0.0431109111     1.7426701728    -0.0287500712     0.0005810355
