#              X                D                V                M
    0.0000764265     1.7500000002    -0.0000534878     0.0000000000
    0.0000771173     1.7500000002    -0.0000539712     0.0000000000
    0.0000778144     1.7500000002    -0.0000544591     0.0000000000
    0.0000785178     1.7500000002    -0.0000549514     0.0000000000
    0.0000792276     1.7500000002    -0.0000554481     0.0000000000
    0.0000799438     1.7500000002    -0.0000559493     0.0000000000
    0.0000806664     1.7500000002    -0.0000564550     0.0000000000
    0.0000813956     1.7500000002    -0.0000569653     0.0000000000
    0.0000821314     1.7500000002    -0.0000574803     0.0000000000
    0.0000828738     1.7500000002    -0.0000579998     0.0000000000
    0.0000836229     1.7500000002    -0.0000585241     0.0000000000
    0.0000843788     1.7500000002    -0.0000590531     0.0000000000
    0.0000851416     1.7500000002    -0.0000595869     0.0000000000
    0.0000859112     1.7500000002    -0.0000601255     0.0000000000
    0.0000866878     1.7500000002    -0.0000606690     0.0000000000
    0.0000874714     1.7500000002    -0.0000612174     0.0000000000
    0.0000882621     1.7500000002    -0.0000617708     0.0000000000
    0.0000890600     1.7500000002    -0.0000623292     0.0000000000
    0.0000898650     1.7500000002    -0.0000628926     0.0000000000
    0.0000906773     1.7500000002    -0.0000634611     0.0000000000
    0.0000914970     1.7500000002    -0.0000640347     0.0000000000
    0.0000923241     1.7500000002    -0.0000646135     0.0000000000
    0.0000931587     1.7500000002    -0.0000651976     0.0000000000
    0.0000940008     1.7500000002    -0.0000657869     0.0000000000
    0.0000948505     1.7500000002    -0.0000663816     0.0000000000
    0.0000957079     1.7500000002    -0.0000669816     0.0000000000
    0.0000965730     1.7500000002    -0.0000675871     0.0000000000
    0.0000974460     1.7500000002    -0.0000681980     0.0000000000
    0.0000983269     1.7500000002    -0.0000688145     0.0000000000
    0.0000992157     1.7500000002    -0.0000694365     0.0000000000
    0.0001001125     1.7500000002    -0.0000700642     0.0000000000
    0.0001010175     1.7500000002    -0.0000706975     0.0000000000
    0.0001019307     1.7500000002    -0.0000713366     0.0000000000
    0.0001028521     1.7500000002    -0.0000719814     0.0000000000
    0.0001037818     1.7500000002    -0.0000726321     0.0000000000
    0.0001047199     1.7500000002    -0.0000732886     0.0000000000
    0.0001056665     1.7500000002    -0.0000739511     0.0000000000
    0.0001066217     1.7500000002    -0.0000746195     0.0000000000
    0.0001075855     1.7500000002    -0.0000752940     0.0000000000
    0.0001085580     1.7500000002    -0.0000759746     0.0000000000
    0.0001095393     1.7500000002    -0.0000766614     0.0000000000
    0.0001105295     1.7500000002    -0.0000773544     0.0000000000
    0.0001115286     1.7500000002    -0.0000780536     0.0000000000
    0.0001125368     1.7500000002    -0.0000787591     0.0000000000
    0.0001135541     1.7500000002    -0.0000794711     0.0000000000
    0.0001145805     1.7500000002    -0.0000801894     0.0000000000
    0.0001156163     1.7500000003    -0.0000809143     0.0000000000
    0.0001166614     1.7500000003    -0.0000816457     0.0000000000
    0.0001177160     1.7500000003    -0.0000823837     0.0000000000
    0.0001187801     1.7500000003    -0.0000831284     0.0000000000
    0.0001198538     1.7500000003    -0.0000838798     0.0000000000
    0.0001209372     1.7500000003    -0.0000846381     0.0000000000
    0.0001220304     1.7500000003    -0.0000854031     0.0000000000
    0.0001231335     1.7500000003    -0.0000861751     0.0000000000
    0.0001242465     1.7500000003    -0.0000869541     0.0000000000
    0.0001253697     1.7500000003    -0.0000877401     0.0000000000
    0.0001265029     1.7500000003    -0.0000885332     0.0000000000
    0.0001276465     1.7500000003    -0.0000893335     0.0000000000
    0.0001288003     1.7500000003    -0.0000901410     0.0000000000
    0.0001299646     1.7500000003    -0.0000909558     0.0000000000
    0.0001311394     1.7500000003    -0.0000917780     0.0000000000
    0.0001323249     1.7500000003    -0.0000926076     0.0000000000
    0.0001335210     1.7500000003    -0.0000934447     0.0000000000
    0.0001347280     1.7500000003    -0.0000942894     0.0000000000
    0.0001359458     1.7500000003    -0.0000951417     0.0000000000
    0.0001371747     1.7500000003    -0.0000960017     0.0000000000
    0.0001384147     1.7500000003    -0.0000968695     0.0000000000
    0.0001396659     1.7500000003    -0.0000977451     0.0000000000
    0.0001409284     1.7500000003    -0.0000986287     0.0000000000
    0.0001422023     1.7500000003    -0.0000995202     0.0000000000
    0.0001434878     1.7500000003    -0.0001004198     0.0000000000
    0.0001447848     1.7500000003    -0.0001013275     0.0000000000
    0.0001460936     1.7500000003    -0.0001022435     0.0000000000
    0.0001474142     1.7500000003    -0.0001031677     0.0000000000
    0.0001487467     1.7500000003    -0.0001041002     0.0000000000
    0.0001500913     1.7500000003    -0.0001050412     0.0000000000
    0.0001514481     1.7500000003    -0.0001059907     0.0000000000
    0.0001528171     1.7500000003    -0.0001069488     0.0000000000
    0.0001541985     1.7500000003    -0.0001079156     0.0000000000
    0.0001555924     1.7500000003    -0.0001088911     0.0000000000
    0.0001569988     1.7500000004    -0.0001098754     0.0000000000
    0.0001584180     1.7500000004    -0.0001108686     0.0000000000
    0.0001598500     1.7500000004    -0.0001118707     0.0000000000
    0.0001612950     1.7500000004    -0.0001128820     0.0000000000
    0.0001627530     1.7500000004    -0.0001139024     0.0000000000
    0.0001642242     1.7500000004    -0.0001149320     0.0000000000
    0.0001657087     1.7500000004    -0.0001159709     0.0000000000
    0.0001672066     1.7500000004    -0.0001170192     0.0000000000
    0.0001687181     1.7500000004    -0.0001180770     0.0000000000
    0.0001702432     1.7500000004    -0.0001191443     0.0000000000
    0.0001717821     1.7500000004    -0.0001202213     0.0000000000
    0.0001733350     1.7500000004    -0.0001213080     0.0000000000
    0.0001749018     1.7500000004    -0.0001224046     0.0000000000
    0.0001764828     1.7500000004    -0.0001235110     0.0000000000
    0.0001780782     1.7500000004    -0.0001246275     0.0000000000
    0.0001796879     1.7500000004    -0.0001257540     0.0000000000
    0.0001813122     1.7500000004    -0.0001268908     0.0000000000
    0.0001829511     1.7500000004    -0.0001280378     0.0000000000
    0.0001846049     1.7500000004    -0.0001291952     0.0000000000
    0.0001862737     1.7500000004    -0.0001303630     0.0000000000
    0.0001879575     1.7500000004    -0.0001315414     0.0000000000
    0.0001896565     1.7500000004    -0.0001327304     0.0000000000
    0.0001913709     1.7500000004    -0.0001339302     0.0000000000
    0.0001931008     1.7500000004    -0.0001351409     0.0000000000
    0.0001948463     1.7500000004    -0.0001363625     0.0000000000
    0.0001966076     1.7500000004    -0.0001375951     0.0000000000
    0.0001983849     1.7500000005    -0.0001388389     0.0000000000
    0.0002001782     1.7500000005    -0.0001400939     0.0000000000
    0.0002019877     1.7500000005    -0.0001413603     0.0000000000
    0.0002038135     1.7500000005    -0.0001426381     0.0000000000
    0.0002056559     1.7500000005    -0.0001439274     0.0000000000
    0.0002075149     1.7500000005    -0.0001452284     0.0000000000
    0.0002093908     1.7500000005    -0.0001465412     0.0000000000
    0.0002112835     1.7500000005    -0.0001478659     0.0000000000
    0.0002131934     1.7500000005    -0.0001492025     0.0000000000
    0.0002151206     1.7500000005    -0.0001505512     0.0000000000
    0.0002170652     1.7500000005    -0.0001519121     0.0000000000
    0.0002190273     1.7500000005    -0.0001532853     0.0000000000
    0.0002210072     1.7500000005    -0.0001546709     0.0000000000
    0.0002230050     1.7500000005    -0.0001560690     0.0000000000
    0.0002250209     1.7500000005    -0.0001574798     0.0000000000
    0.0002270549     1.7500000005    -0.0001589033     0.0000000000
    0.0002291074     1.7500000005    -0.0001603397     0.0000000000
    0.0002311784     1.7500000005    -0.0001617890     0.0000000000
    0.0002332681     1.7500000005    -0.0001632515     0.0000000000
    0.0002353767     1.7500000005    -0.0001647272     0.0000000000
    0.0002375044     1.7500000005    -0.0001662162     0.0000000000
    0.0002396513     1.7500000005    -0.0001677187     0.0000000000
    0.0002418177     1.7500000006    -0.0001692348     0.0000000000
    0.0002440036     1.7500000006    -0.0001707646     0.0000000000
    0.0002462092     1.7500000006    -0.0001723082     0.0000000000
    0.0002484348     1.7500000006    -0.0001738653     0.0000000000
    0.0002506806     1.7500000007    -0.0001753791     0.0000000000
    0.0002529466     1.7500000008    -0.0001769066     0.0000000000
    0.0002552331     1.7500000009    -0.0001784479     0.0000000000
    0.0002575403     1.7500000010    -0.0001800031     0.0000000000
    0.0002598683     1.7500000011    -0.0001815724     0.0000000000
    0.0002622174     1.7500000013    -0.0001831559     0.0000000000
    0.0002645877     1.7500000014    -0.0001847537     0.0000000000
    0.0002669794     1.7500000015    -0.0001863659     0.0000000000
    0.0002693928     1.7500000016    -0.0001879927     0.0000000000
    0.0002718279     1.7500000017    -0.0001896342     0.0000000000
    0.0002742851     1.7500000019    -0.0001912906     0.0000000000
    0.0002767645     1.7500000020    -0.0001929619     0.0000000000
    0.0002792663     1.7500000021    -0.0001946483     0.0000000000
    0.0002817907     1.7500000022    -0.0001963500     0.0000000000
    0.0002843380     1.7500000024    -0.0001980670     0.0000000000
    0.0002869083     1.7500000025    -0.0001997996     0.0000000001
    0.0002895018     1.7500000026    -0.0002015478     0.0000000001
    0.0002921187     1.7500000027    -0.0002033118     0.0000000001
    0.0002947593     1.7500000029    -0.0002050918     0.0000000001
    0.0002974238     1.7500000030    -0.0002068879     0.0000000001
    0.0003001123     1.7500000031    -0.0002087002     0.0000000001
    0.0003028252     1.7500000033    -0.0002105289     0.0000000001
    0.0003055626     1.7500000034    -0.0002123741     0.0000000001
    0.0003083247     1.7500000035    -0.0002142360     0.0000000001
    0.0003111118     1.7500000037    -0.0002161148     0.0000000001
    0.0003139241     1.7500000038    -0.0002180105     0.0000000001
    0.0003167618     1.7500000040    -0.0002199233     0.0000000001
    0.0003196251     1.7500000041    -0.0002218535     0.0000000001
    0.0003225144     1.7500000043    -0.0002238010     0.0000000001
    0.0003254298     1.7500000044    -0.0002257662     0.0000000001
    0.0003283715     1.7500000045    -0.0002277492     0.0000000001
    0.0003313398     1.7500000047    -0.0002297501     0.0000000001
    0.0003343349     1.7500000048    -0.0002317691     0.0000000001
    0.0003373571     1.7500000050    -0.0002338063     0.0000000001
    0.0003404067     1.7500000051    -0.0002358619     0.0000000001
    0.0003434838     1.7500000053    -0.0002379361     0.0000000001
    0.0003465887     1.7500000055    -0.0002400291     0.0000000001
    0.0003497217     1.7500000056    -0.0002421410     0.0000000001
    0.0003528830     1.7500000058    -0.0002442720     0.0000000001
    0.0003560728     1.7500000059    -0.0002464222     0.0000000001
    0.0003592915     1.7500000061    -0.0002485919     0.0000000002
    0.0003625394     1.7500000062    -0.0002507812     0.0000000002
    0.0003658165     1.7500000064    -0.0002529902     0.0000000002
    0.0003691233     1.7500000066    -0.0002552193     0.0000000002
    0.0003724600     1.7500000067    -0.0002574685     0.0000000002
    0.0003758268     1.7500000069    -0.0002597380     0.0000000002
    0.0003792241     1.7500000071    -0.0002620281     0.0000000002
    0.0003826521     1.7500000072    -0.0002643388     0.0000000002
    0.0003861111     1.7500000074    -0.0002666704     0.0000000002
    0.0003896013     1.7500000076    -0.0002690232     0.0000000002
    0.0003931231     1.7500000078    -0.0002713971     0.0000000002
    0.0003966767     1.7500000079    -0.0002737926     0.0000000002
    0.0004002625     1.7500000081    -0.0002762097     0.0000000002
    0.0004038807     1.7500000083    -0.0002786486     0.0000000002
    0.0004075315     1.7500000085    -0.0002811096     0.0000000002
    0.0004112154     1.7500000087    -0.0002835928     0.0000000002
    0.0004149326     1.7500000088    -0.0002860985     0.0000000002
    0.0004186833     1.7500000090    -0.0002886268     0.0000000002
    0.0004224680     1.7500000092    -0.0002911780     0.0000000002
    0.0004262869     1.7500000094    -0.0002937523     0.0000000002
    0.0004301403     1.7500000096    -0.0002963498     0.0000000002
    0.0004340286     1.7500000098    -0.0002989708     0.0000000003
    0.0004379520     1.7500000100    -0.0003016155     0.0000000003
    0.0004419108     1.7500000102    -0.0003042841     0.0000000003
    0.0004459055     1.7500000104    -0.0003069768     0.0000000003
    0.0004499362     1.7500000106    -0.0003096938     0.0000000003
    0.0004540034     1.7500000108    -0.0003124355     0.0000000003
    0.0004581074     1.7500000110    -0.0003152019     0.0000000003
    0.0004622484     1.7500000112    -0.0003179933     0.0000000003
    0.0004664269     1.7500000114    -0.0003208099     0.0000000003
    0.0004706432     1.7500000116    -0.0003236520     0.0000000003
    0.0004748975     1.7500000118    -0.0003265198     0.0000000003
    0.0004791903     1.7500000120    -0.0003294135     0.0000000003
    0.0004835220     1.7500000123    -0.0003323334     0.0000000003
    0.0004878928     1.7500000109    -0.0003352746     0.0000000003
    0.0004923031     1.7500000046    -0.0003382263     0.0000000004
    0.0004967532     1.7499999982    -0.0003412046     0.0000000004
    0.0005012436     1.7499999917    -0.0003442099     0.0000000004
    0.0005057746     1.7499999852    -0.0003472424     0.0000000004
    0.0005103465     1.7499999786    -0.0003503022     0.0000000004
    0.0005149598     1.7499999720    -0.0003533897     0.0000000005
    0.0005196148     1.7499999653    -0.0003565051     0.0000000005
    0.0005243118     1.7499999586    -0.0003596487     0.0000000005
    0.0005290513     1.7499999517    -0.0003628207     0.0000000005
    0.0005338337     1.7499999449    -0.0003660214     0.0000000006
    0.0005386592     1.7499999379    -0.0003692510     0.0000000006
    0.0005435284     1.7499999309    -0.0003725098     0.0000000006
    0.0005484417     1.7499999239    -0.0003757981     0.0000000006
    0.0005533993     1.7499999167    -0.0003791161     0.0000000007
    0.0005584017     1.7499999095    -0.0003824641     0.0000000007
    0.0005634494     1.7499999023    -0.0003858423     0.0000000007
    0.0005685427     1.7499998950    -0.0003892511     0.0000000007
    0.0005736820     1.7499998876    -0.0003926907     0.0000000008
    0.0005788678     1.7499998801    -0.0003961614     0.0000000008
    0.0005841005     1.7499998726    -0.0003996634     0.0000000008
    0.0005893804     1.7499998650    -0.0004031971     0.0000000009
    0.0005947081     1.7499998574    -0.0004067628     0.0000000009
    0.0006000840     1.7499998496    -0.0004103607     0.0000000009
    0.0006055084     1.7499998418    -0.0004139911     0.0000000009
    0.0006109819     1.7499998340    -0.0004176543     0.0000000010
    0.0006165048     1.7499998260    -0.0004213507     0.0000000010
    0.0006220777     1.7499998180    -0.0004250804     0.0000000010
    0.0006277010     1.7499998099    -0.0004288439     0.0000000011
    0.0006333751     1.7499998018    -0.0004326414     0.0000000011
    0.0006391005     1.7499997935    -0.0004364732     0.0000000011
    0.0006448776     1.7499997852    -0.0004403397     0.0000000011
    0.0006507069     1.7499997768    -0.0004442411     0.0000000012
